ATC code,ATC level name
G03AA16,dienogest and ethinylestradiol
G03AA17,medroxyprogesterone and estradiol
G03AB01,megestrol and ethinylestradiol
G03AB02,lynestrenol and ethinylestradiol
G03AB03,levonorgestrel and ethinylestradiol
G03AB04,norethisterone and ethinylestradiol
G03AB05,desogestrel and ethinylestradiol
G03AB06,gestodene and ethinylestradiol
G03AB07,chlormadinone and ethinylestradiol
G03AB08,dienogest and estradiol
G03AB09,norgestimate and ethinylestradiol
G03AC01,norethisterone
G03AC02,lynestrenol
G03AC03,levonorgestrel
G03AC04,quingestanol
G03AC05,megestrol
G03AC06,medroxyprogesterone
G03AC07,norgestrienone
G03AC08,etonogestrel
G03AC09,desogestrel
G03AC10,drospirenone
G03AD01,levonorgestrel
G03AD02,ulipristal
G03BA01,fluoxymesterone
G03BA02,methyltestosterone
G03BA03,testosterone
G03BB01,mesterolone
G03BB02,androstanolone
G03CA01,ethinylestradiol
G03CA03,estradiol
G03CA04,estriol
G03CA06,chlorotrianisene
G03CA07,estrone
G03CA09,promestriene
G03CA53,"estradiol, combinations"
G03CA57,conjugated estrogens
G03CB01,dienestrol
G03CB02,diethylstilbestrol
G03CB03,methallenestril
G03CB04,moxestrol
G03CC02,dienestrol
G03CC03,methallenestril
G03CC04,estrone
G03CC05,diethylstilbestrol
G03CC06,estriol
G03CC07,conjugated estrogens and bazedoxifene
G03CX01,tibolone
G03DA01,gestonorone
G03DA02,medroxyprogesterone
G03DA03,hydroxyprogesterone
G03DA04,progesterone
G03DB01,dydrogesterone
G03DB02,megestrol
G03DB03,medrogestone
G03DB04,nomegestrol
G03DB05,demegestone
G03DB06,chlormadinone
G03DB07,promegestone
G03DB08,dienogest
G03DC01,allylestrenol
G03DC02,norethisterone
G03DC03,lynestrenol
G03DC04,ethisterone
G03DC06,etynodiol
G03DC31,methylestrenolone
G03EA01,methyltestosterone and estrogen
G03EA02,testosterone and estrogen
G03EA03,prasterone and estrogen
G03EK01,methyltestosterone
G03FA01,norethisterone and estrogen
G03FA02,hydroxyprogesterone and estrogen
G03FA03,ethisterone and estrogen
G03FA04,progesterone and estrogen
G03FA05,methylnortestosterone and estrogen
G03FA06,etynodiol and estrogen
G03FA07,lynestrenol and estrogen
G03FA08,megestrol and estrogen
G03FA09,noretynodrel and estrogen
G03FA10,norgestrel and estrogen
G03FA11,levonorgestrel and estrogen
G03FA12,medroxyprogesterone and estrogen
G03FA13,norgestimate and estrogen
G03FA14,dydrogesterone and estrogen
G03FA15,dienogest and estrogen
G03FA16,trimegestone and estrogen
G03FA17,drospirenone and estrogen
G03FB01,norgestrel and estrogen
G03FB02,lynestrenol and estrogen
G03FB03,chlormadinone and estrogen
G03FB04,megestrol and estrogen
G03FB05,norethisterone and estrogen
G03FB06,medroxyprogesterone and estrogen
G03FB07,medrogestone and estrogen
G03FB08,dydrogesterone and estrogen
G03FB09,levonorgestrel and estrogen
G03FB10,desogestrel and estrogen
G03FB11,trimegestone and estrogen
G03FB12,nomegestrol and estrogen
G03GA01,chorionic gonadotrophin
G03GA02,human menopausal gonadotrophin
G03GA03,serum gonadotrophin
G03GA04,urofollitropin
G03GA05,follitropin alfa
G03GA06,follitropin beta
G03GA07,lutropin alfa
G03GA08,choriogonadotropin alfa
G03GA09,corifollitropin alfa
G03GA10,follitropin delta
G03GA30,combinations
G03GB01,cyclofenil
G03GB02,clomifene
G03GB03,epimestrol
G03HA01,cyproterone
G03HB01,cyproterone and estrogen
G03XA01,danazol
G03XA02,gestrinone
G03XB01,mifepristone
G03XB02,ulipristal
G03XB51,"mifepristone, combinations"
G03XC01,raloxifene
G03XC02,bazedoxifene
G03XC03,lasofoxifene
G03XC04,ormeloxifene
G03XC05,ospemifene
G03XX01,prasterone
G04BA01,ammonium chloride
G04BA03,calcium chloride
G04BD01,emepronium
G04BD02,flavoxate
G04BD03,meladrazine
G04BD04,oxybutynin
G04BD05,terodiline
G04BD06,propiverine
G04BD07,tolterodine
G04BD08,solifenacin
G04BD09,trospium
G04BD10,darifenacin
G04BD11,fesoterodine
G04BD12,mirabegron
G04BD13,desfesoterodine
G04BE01,alprostadil
G04BE02,papaverine
G04BE03,sildenafil
G04BE04,yohimbine
G04BE06,moxisylyte
G04BE07,apomorphine
G04BE08,tadalafil
G04BE09,vardenafil
G04BE10,avanafil
G04BE11,udenafil
G04BE30,combinations
G04BE52,"papaverine, combinations"
G04BX01,magnesium hydroxide
G04BX03,acetohydroxamic acid
G04BX06,phenazopyridine
G04BX10,succinimide
G04BX11,collagen
G04BX12,phenyl salicylate
G04BX13,dimethyl sulfoxide
G04BX14,dapoxetine
G04BX15,pentosan polysulfate sodium
G04BX16,tiopronin
G04CA01,alfuzosin
G04CA02,tamsulosin
G04CA03,terazosin
G04CA04,silodosin
G04CA51,alfuzosin and finasteride
G04CA52,tamsulosin and dutasteride
G04CA53,tamsulosin and solifenacin
G04CB01,finasteride
G04CB02,dutasteride
G04CX01,Prunus africanae cortex
G04CX02,Sabalis serrulatae fructus
G04CX03,mepartricin
G04CX04,fexapotide
H01AA01,corticotropin
H01AA02,tetracosactide
H01AB01,thyrotropin alfa
H01AC01,somatropin
H01AC02,somatrem
H01AC03,mecasermin
H01AC04,sermorelin
H01AC05,mecasermin rinfabate
H01AC06,tesamorelin
H01AX01,pegvisomant
H01BA01,vasopressin (argipressin)
H01BA02,desmopressin
H01BA03,lypressin
H01BA04,terlipressin
H01BA05,ornipressin
H01BB01,demoxytocin
H01BB02,oxytocin
H01BB03,carbetocin
H01CA01,gonadorelin
H01CA02,nafarelin
H01CB01,somatostatin
H01CB02,octreotide
H01CB03,lanreotide
H01CB04,vapreotide
H01CB05,pasireotide
H01CC01,ganirelix
H01CC02,cetrorelix
H02AA01,aldosterone
H02AA02,fludrocortisone
H02AA03,desoxycortone
H02AB01,betamethasone
H02AB02,dexamethasone
H02AB03,fluocortolone
H02AB04,methylprednisolone
H02AB05,paramethasone
H02AB06,prednisolone
H02AB07,prednisone
H02AB08,triamcinolone
H02AB09,hydrocortisone
H02AB10,cortisone
H02AB11,prednylidene
H02AB12,rimexolone
H02AB13,deflazacort
H02AB14,cloprednol
H02AB15,meprednisone
H02AB17,cortivazol
H02BX01,"methylprednisolone, combinations"
H02CA01,trilostane
H03AA01,levothyroxine sodium
H03AA02,liothyronine sodium
H03AA03,combinations of levothyroxine and liothyronine
H03AA04,tiratricol
H03AA05,thyroid gland preparations
H03BA01,methylthiouracil
H03BA02,propylthiouracil
H03BA03,benzylthiouracil
H03BB01,carbimazole
H03BB02,thiamazole
H03BB52,"thiamazole, combinations"
H03BC01,potassium perchlorate
H03BX01,diiodotyrosine
H03BX02,dibromotyrosine
H04AA01,glucagon
H05AA01,parathyroid gland extract
H05AA02,teriparatide
H05AA03,parathyroid hormone
H05BA01,calcitonin (salmon synthetic)
H05BA02,calcitonin (pork natural)
H05BA03,calcitonin (human synthetic)
H05BA04,elcatonin
H05BX01,cinacalcet
H05BX02,paricalcitol
H05BX03,doxercalciferol
H05BX04,etelcalcetide
J01AA01,demeclocycline
J01AA02,doxycycline
J01AA03,chlortetracycline
J01AA04,lymecycline
J01AA05,metacycline
J01AA06,oxytetracycline
J01AA07,tetracycline
J01AA08,minocycline
J01AA09,rolitetracycline
J01AA10,penimepicycline
J01AA11,clomocycline
J01AA12,tigecycline
J01AA13,eravacycline
J01AA20,combinations of tetracyclines
J01AA56,"oxytetracycline, combinations"
J01BA01,chloramphenicol
J01BA02,thiamphenicol
J01BA52,"thiamphenicol, combinations"
J01CA01,ampicillin
J01CA02,pivampicillin
J01CA03,carbenicillin
J01CA04,amoxicillin
J01CA05,carindacillin
J01CA06,bacampicillin
J01CA07,epicillin
J01CA08,pivmecillinam
J01CA09,azlocillin
J01CA10,mezlocillin
J01CA11,mecillinam
J01CA12,piperacillin
J01CA13,ticarcillin
J01CA14,metampicillin
J01CA15,talampicillin
J01CA16,sulbenicillin
J01CA17,temocillin
J01CA18,hetacillin
J01CA19,aspoxicillin
J01CA20,combinations
J01CA51,"ampicillin, combinations"
J01CE01,benzylpenicillin
J01CE02,phenoxymethylpenicillin
J01CE03,propicillin
J01CE04,azidocillin
J01CE05,pheneticillin
J01CE06,penamecillin
J01CE07,clometocillin
J01CE08,benzathine benzylpenicillin
J01CE09,procaine benzylpenicillin
J01CE10,benzathine phenoxymethylpenicillin
J01CE30,combinations
J01CF01,dicloxacillin
J01CF02,cloxacillin
J01CF03,meticillin
J01CF04,oxacillin
J01CF05,flucloxacillin
J01CF06,nafcillin
J01CG01,sulbactam
J01CG02,tazobactam
J01CR01,ampicillin and beta-lactamase inhibitor
J01CR02,amoxicillin and beta-lactamase inhibitor
J01CR03,ticarcillin and beta-lactamase inhibitor
J01CR04,sultamicillin
J01CR05,piperacillin and beta-lactamase inhibitor
J01CR50,combinations of penicillins
J01DB01,cefalexin
J01DB02,cefaloridine
J01DB03,cefalotin
J01DB04,cefazolin
J01DB05,cefadroxil
J01DB06,cefazedone
J01DB07,cefatrizine
J01DB08,cefapirin
J01DB09,cefradine
J01DB10,cefacetrile
J01DB11,cefroxadine
J01DB12,ceftezole
J01DC01,cefoxitin
J01DC02,cefuroxime
J01DC03,cefamandole
J01DC04,cefaclor
J01DC05,cefotetan
J01DC06,cefonicid
J01DC07,cefotiam
J01DC08,loracarbef
J01DC09,cefmetazole
J01DC10,cefprozil
J01DC11,ceforanide
J01DC12,cefminox
J01DC13,cefbuperazone
J01DC14,flomoxef
J01DD01,cefotaxime
J01DD02,ceftazidime
J01DD03,cefsulodin
J01DD04,ceftriaxone
J01DD05,cefmenoxime
J01DD06,latamoxef
J01DD07,ceftizoxime
J01DD08,cefixime
J01DD09,cefodizime
J01DD10,cefetamet
J01DD11,cefpiramide
J01DD12,cefoperazone
J01DD13,cefpodoxime
J01DD14,ceftibuten
J01DD15,cefdinir
J01DD16,cefditoren
J01DD17,cefcapene
J01DD18,cefteram
J01DD51,cefotaxime and beta-lactamase inhibitor
J01DD52,ceftazidime and beta-lactamase inhibitor
J01DD54,"ceftriaxone, combinations"
J01DD62,cefoperazone and beta-lactamase inhibitor
J01DD63,ceftriaxone and beta-lactamase inhibitor
J01DD64,cefpodoxime and beta-lactamase inhibitor
J01DE01,cefepime
J01DE02,cefpirome
J01DE03,cefozopran
J01DF01,aztreonam
J01DF02,carumonam
J01DH02,meropenem
J01DH03,ertapenem
J01DH04,doripenem
J01DH05,biapenem
J01DH06,tebipenem pivoxil
J01DH51,imipenem and cilastatin
J01DH52,meropenem and vaborbactam
J01DH55,panipenem and betamipron
J01DI01,ceftobiprole medocaril
J01DI02,ceftaroline fosamil
J01DI03,faropenem
J01DI54,ceftolozane and beta-lactamase inhibitor
J01EA01,trimethoprim
J01EA02,brodimoprim
J01EA03,iclaprim
J01EB01,sulfaisodimidine
J01EB02,sulfamethizole
J01EB03,sulfadimidine
J01EB04,sulfapyridine
J01EB05,sulfafurazole
J01EB06,sulfanilamide
J01EB07,sulfathiazole
J01EB08,sulfathiourea
J01EB20,combinations
J01EC01,sulfamethoxazole
J01EC02,sulfadiazine
J01EC03,sulfamoxole
J01EC20,combinations
J01ED01,sulfadimethoxine
J01ED02,sulfalene
J01ED03,sulfametomidine
J01ED04,sulfametoxydiazine
J01ED05,sulfamethoxypyridazine
J01ED06,sulfaperin
J01ED07,sulfamerazine
J01ED08,sulfaphenazole
J01ED09,sulfamazone
J01ED20,combinations
J01EE01,sulfamethoxazole and trimethoprim
J01EE02,sulfadiazine and trimethoprim
J01EE03,sulfametrole and trimethoprim
J01EE04,sulfamoxole and trimethoprim
J01EE05,sulfadimidine and trimethoprim
J01EE06,sulfadiazine and tetroxoprim
J01EE07,sulfamerazine and trimethoprim
J01FA01,erythromycin
J01FA02,spiramycin
J01FA03,midecamycin
J01FA05,oleandomycin
J01FA06,roxithromycin
J01FA07,josamycin
J01FA08,troleandomycin
J01FA09,clarithromycin
J01FA10,azithromycin
J01FA11,miocamycin
J01FA12,rokitamycin
J01FA13,dirithromycin
J01FA14,flurithromycin
J01FA15,telithromycin
J01FA16,solithromycin
J01FF01,clindamycin
J01FF02,lincomycin
J01FG01,pristinamycin
J01FG02,quinupristin/dalfopristin
J01GA01,streptomycin
J01GA02,streptoduocin
J01GB01,tobramycin
J01GB03,gentamicin
J01GB04,kanamycin
J01GB05,neomycin
J01GB06,amikacin
J01GB07,netilmicin
J01GB08,sisomicin
J01GB09,dibekacin
J01GB10,ribostamycin
J01GB11,isepamicin
J01GB12,arbekacin
J01GB13,bekanamycin
J01MA01,ofloxacin
J01MA02,ciprofloxacin
J01MA03,pefloxacin
J01MA04,enoxacin
J01MA05,temafloxacin
J01MA06,norfloxacin
J01MA07,lomefloxacin
J01MA08,fleroxacin
J01MA09,sparfloxacin
J01MA10,rufloxacin
J01MA11,grepafloxacin
J01MA12,levofloxacin
J01MA13,trovafloxacin
J01MA14,moxifloxacin
J01MA15,gemifloxacin
J01MA16,gatifloxacin
J01MA17,prulifloxacin
J01MA18,pazufloxacin
J01MA19,garenoxacin
J01MA21,sitafloxacin
J01MA22,tosufloxacin
J01MA23,delafloxacin
J01MB01,rosoxacin
J01MB02,nalidixic acid
J01MB03,piromidic acid
J01MB04,pipemidic acid
J01MB05,oxolinic acid
J01MB06,cinoxacin
J01MB07,flumequine
J01MB08,nemonoxacin
J01RA01,"penicillins, combinations with other antibacterials"
J01RA02,"sulfonamides, combinations with other antibacterials (excl. trimethoprim)"
J01RA03,cefuroxime and metronidazole
J01RA04,spiramycin and metronidazole
J01RA05,levofloxacin and ornidazole
J01RA06,cefepime and amikacin
J01RA07,"azithromycin, fluconazole and secnidazole"
J01RA08,tetracycline and oleandomycin
J01RA09,ofloxacin and ornidazole
J01RA10,ciprofloxacin and metronidazole
J01RA11,ciprofloxacin and tinidazole
J01RA12,ciprofloxacin and ornidazole
J01RA13,norfloxacin and tinidazole
J01XA01,vancomycin
J01XA02,teicoplanin
J01XA03,telavancin
J01XA04,dalbavancin
J01XA05,oritavancin
J01XB01,colistin
J01XB02,polymyxin B
J01XC01,fusidic acid
J01XD01,metronidazole
J01XD02,tinidazole
J01XD03,ornidazole
J01XE01,nitrofurantoin
J01XE02,nifurtoinol
J01XE03,furazidin
J01XE51,"nitrofurantoin, combinations"
J01XX01,fosfomycin
J01XX02,xibornol
J01XX03,clofoctol
J01XX04,spectinomycin
J01XX05,methenamine
J01XX06,mandelic acid
J01XX07,nitroxoline
J01XX08,linezolid
J01XX09,daptomycin
J01XX10,bacitracin
J01XX11,tedizolid
J02AA01,amphotericin B
J02AA02,hachimycin
J02AB01,miconazole
J02AB02,ketoconazole
J02AC01,fluconazole
J02AC02,itraconazole
J02AC03,voriconazole
J02AC04,posaconazole
J02AC05,isavuconazole
J02AX01,flucytosine
J02AX04,caspofungin
J02AX05,micafungin
J02AX06,anidulafungin
J04AA01,4-aminosalicylic acid
J04AA02,sodium aminosalicylate
J04AA03,calcium aminosalicylate
J04AB01,cycloserine
J04AB02,rifampicin
J04AB03,rifamycin
J04AB04,rifabutin
J04AB05,rifapentine
J04AB30,capreomycin
J04AC01,isoniazid
J04AC51,"isoniazid, combinations"
J04AD01,protionamide
J04AD02,tiocarlide
J04AD03,ethionamide
J04AK01,pyrazinamide
J04AK02,ethambutol
J04AK03,terizidone
J04AK04,morinamide
J04AK05,bedaquiline
J04AK06,delamanid
J04AK07,thioacetazone
J04AM01,streptomycin and isoniazid
J04AM02,rifampicin and isoniazid
J04AM03,ethambutol and isoniazid
J04AM04,thioacetazone and isoniazid
J04AM05,"rifampicin, pyrazinamide and isoniazid"
J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid"
J04AM07,"rifampicin, ethambutol and isoniazid"
J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine"
J04BA01,clofazimine
J04BA02,dapsone
J04BA03,aldesulfone sodium
J05AA01,metisazone
J05AB01,aciclovir
J05AB02,idoxuridine
J05AB03,vidarabine
J05AB06,ganciclovir
J05AB09,famciclovir
J05AB11,valaciclovir
J05AB12,cidofovir
J05AB13,penciclovir
J05AB14,valganciclovir
J05AB15,brivudine
J05AC02,rimantadine
J05AC03,tromantadine
J05AD01,foscarnet
J05AD02,fosfonet
J05AE01,saquinavir
J05AE02,indinavir
J05AE03,ritonavir
J05AE04,nelfinavir
J05AE05,amprenavir
J05AE07,fosamprenavir
J05AE08,atazanavir
J05AE09,tipranavir
J05AE10,darunavir
J05AF01,zidovudine
J05AF02,didanosine
J05AF03,zalcitabine
J05AF04,stavudine
J05AF05,lamivudine
J05AF06,abacavir
J05AF07,tenofovir disoproxil
J05AF08,adefovir dipivoxil
J05AF09,emtricitabine
J05AF10,entecavir
J05AF11,telbivudine
J05AF12,clevudine
J05AF13,tenofovir alafenamide
J05AG01,nevirapine
J05AG02,delavirdine
J05AG03,efavirenz
J05AG04,etravirine
J05AG05,rilpivirine
J05AG06,doravirine
J05AH01,zanamivir
J05AH02,oseltamivir
J05AH03,peramivir
J05AP01,ribavirin
J05AP02,telaprevir
J05AP03,boceprevir
J05AP04,faldaprevir
J05AP05,simeprevir
J05AP06,asunaprevir
J05AP07,daclatasvir
J05AP08,sofosbuvir
J05AP09,dasabuvir
J05AP51,sofosbuvir and ledipasvir
J05AP52,"dasabuvir, ombitasvir, paritaprevir and ritonavir"
J05AP53,"ombitasvir, paritaprevir and ritonavir"
J05AP54,elbasvir and grazoprevir
J05AP55,sofosbuvir and velpatasvir
J05AP56,"sofosbuvir, velpatasvir and voxilaprevir"
J05AP57,glecaprevir and pibrentasvir
J05AR01,zidovudine and lamivudine
J05AR02,lamivudine and abacavir
J05AR03,tenofovir disoproxil and emtricitabine
J05AR04,"zidovudine, lamivudine and abacavir"
J05AR05,"zidovudine, lamivudine and nevirapine"
J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz"
J05AR07,"stavudine, lamivudine and nevirapine"
J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine"
J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat"
J05AR10,lopinavir and ritonavir
J05AR11,"lamivudine, tenofovir disoproxil and efavirenz"
J05AR12,lamivudine and tenofovir disoproxil
J05AR13,"lamivudine, abacavir and dolutegravir"
J05AR14,darunavir and cobicistat
J05AR15,atazanavir and cobicistat
J05AR16,lamivudine and raltegravir
J05AR17,emtricitabine and tenofovir alafenamide
J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine"
J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir"
J05AR21,dolutegravir and rilpivirine
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat"
J05AR23,atazanavir and ritonavir
J05AR24,"lamivudine, tenofovir disoproxil and doravirine"
J05AX01,moroxydine
J05AX02,lysozyme
J05AX05,inosine pranobex
J05AX06,pleconaril
J05AX07,enfuvirtide
J05AX08,raltegravir
J05AX09,maraviroc
J05AX10,maribavir
J05AX11,elvitegravir
J05AX12,dolutegravir
J05AX13,umifenovir
J05AX17,enisamium iodide
J05AX18,letermovir
J05AX19,tilorone
J05AX21,pentanedioic acid imidazolyl ethanamide
J05AX23,ibalizumab
J06AA01,diphtheria antitoxin
J06AA02,tetanus antitoxin
J06AA03,snake venom antiserum
J06AA04,botulinum antitoxin
J06AA05,gas-gangrene sera
J06AA06,rabies serum
J06BA01,"immunoglobulins, normal human, for extravascular adm."
J06BA02,"immunoglobulins, normal human, for intravascular adm."
J06BB01,anti-D (rh) immunoglobulin
J06BB02,tetanus immunoglobulin
J06BB03,varicella/zoster immunoglobulin
J06BB04,hepatitis B immunoglobulin
J06BB05,rabies immunoglobulin
J06BB06,rubella immunoglobulin
J06BB07,vaccinia immunoglobulin
J06BB08,staphylococcus immunoglobulin
J06BB09,cytomegalovirus immunoglobulin
J06BB10,diphtheria immunoglobulin
J06BB11,hepatitis A immunoglobulin
J06BB12,"encephalitis, tick borne immunoglobulin"
J06BB13,pertussis immunoglobulin
J06BB14,measles immunoglobulin
J06BB15,mumps immunoglobulin
J06BB16,palivizumab
J06BB17,motavizumab
J06BB18,raxibacumab
J06BB19,anthrax immunoglobulin
J06BB21,bezlotoxumab
J06BB22,obiltoxaximab
J06BB30,combinations
J06BC01,nebacumab
J07AC01,anthrax antigen
J07AD01,brucella antigen
J07AE01,"cholera, inactivated, whole cell"
J07AE02,"cholera, live attenuated"
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell"
J07AF01,diphtheria toxoid
J07AG01,"hemophilus influenzae B, purified antigen conjugated"
J07AG51,"hemophilus influenzae B, combinations with toxoids"
J07AG52,"hemophilus influenzae B, combinations with pertussis and toxoids"
J07AG53,"hemophilus influenzae B, combinations with meningococcus C, conjugated"
J07AH01,"meningococcus A, purified polysaccharides antigen"
J07AH02,other meningococcal monovalent purified polysaccharides antigen
J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen"
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen"
J07AH05,other meningococcal polyvalent purified polysaccharides antigen
J07AH06,"meningococcus B, outer membrane vesicle vaccine"
J07AH07,"meningococcus C, purified polysaccharides antigen conjugated"
J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated"
J07AH09,"meningococcus B, multicomponent vaccine"
J07AH10,"meningococcus A, purified polysaccharides antigen conjugated"
J07AJ01,"pertussis, inactivated, whole cell"
J07AJ02,"pertussis, purified antigen"
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids"
J07AJ52,"pertussis, purified antigen, combinations with toxoids"
J07AK01,"plague, inactivated, whole cell"
J07AL01,"pneumococcus, purified polysaccharides antigen"
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated"
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated"
J07AM01,tetanus toxoid
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid"
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin"
J07AN01,"tuberculosis, live attenuated"
J07AP01,"typhoid, oral, live attenuated"
J07AP02,"typhoid, inactivated, whole cell"
J07AP03,"typhoid, purified polysaccharide antigen"
J07AP10,"typhoid, combinations with paratyphi types"
J07AR01,"typhus exanthematicus, inactivated, whole cell"
J07BA01,"encephalitis, tick borne, inactivated, whole virus"
J07BA02,"encephalitis, Japanese, inactivated, whole virus"
J07BA03,"encephalitis, Japanese, live attenuated"
J07BB01,"influenza, inactivated, whole virus"
J07BB02,"influenza, inactivated, split virus or surface antigen"
J07BB03,"influenza, live attenuated"
J07BC01,"hepatitis B, purified antigen"
J07BC02,"hepatitis A, inactivated, whole virus"
J07BC20,combinations
J07BD01,"measles, live attenuated"
J07BD51,"measles, combinations with mumps, live attenuated"
J07BD52,"measles, combinations with mumps and rubella, live attenuated"
J07BD53,"measles, combinations with rubella, live attenuated"
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated"
J07BE01,"mumps, live attenuated"
J07BF01,"poliomyelitis oral, monovalent, live attenuated"
J07BF02,"poliomyelitis oral, trivalent, live attenuated"
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus"
J07BF04,"poliomyelitis oral, bivalent, live attenuated"
J07BG01,"rabies, inactivated, whole virus"
J07BH01,"rota virus, live attenuated"
J07BH02,"rota virus, pentavalent, live, reassorted"
J07BJ01,"rubella, live attenuated"
J07BJ51,"rubella, combinations with mumps, live attenuated"
J07BK01,"varicella, live attenuated"
J07BK02,"zoster, live attenuated"
J07BK03,"zoster, purified antigen"
J07BL01,"yellow fever, live attenuated"
J07BM01,"papillomavirus (human types 6, 11, 16, 18)"
J07BM02,"papillomavirus (human types 16, 18)"
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)"
J07BX01,"smallpox, live attenuated"
J07CA01,diphtheria-poliomyelitis-tetanus
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus
J07CA03,diphtheria-rubella-tetanus
J07CA04,hemophilus influenzae B and poliomyelitis
J07CA05,diphtheria-hepatitis B-pertussis-tetanus
J07CA06,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus
J07CA07,diphtheria-hepatitis B-tetanus
J07CA08,hemophilus influenzae B and hepatitis B
J07CA09,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B
J07CA10,typhoid-hepatitis A
J07CA11,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B
J07CA13,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C
L01AA01,cyclophosphamide
L01AA02,chlorambucil
L01AA03,melphalan
L01AA05,chlormethine
L01AA06,ifosfamide
L01AA07,trofosfamide
L01AA08,prednimustine
L01AA09,bendamustine
L01AB01,busulfan
L01AB02,treosulfan
L01AB03,mannosulfan
L01AC01,thiotepa
L01AC02,triaziquone
L01AC03,carboquone
L01AD01,carmustine
L01AD02,lomustine
L01AD03,semustine
L01AD04,streptozocin
L01AD05,fotemustine
L01AD06,nimustine
L01AD07,ranimustine
L01AD08,uramustine
L01AG01,etoglucid
L01AX01,mitobronitol
L01AX02,pipobroman
L01AX03,temozolomide
L01AX04,dacarbazine
L01BA01,methotrexate
L01BA03,raltitrexed
L01BA04,pemetrexed
L01BA05,pralatrexate
L01BB02,mercaptopurine
L01BB03,tioguanine
L01BB04,cladribine
L01BB05,fludarabine
L01BB06,clofarabine
L01BB07,nelarabine
L01BC01,cytarabine
L01BC02,fluorouracil
L01BC03,tegafur
L01BC04,carmofur
L01BC05,gemcitabine
L01BC06,capecitabine
L01BC07,azacitidine
L01BC08,decitabine
L01BC09,floxuridine
L01BC52,"fluorouracil, combinations"
L01BC53,"tegafur, combinations"
L01BC59,"trifluridine, combinations"
L01CA01,vinblastine
L01CA02,vincristine
L01CA03,vindesine
L01CA04,vinorelbine
L01CA05,vinflunine
L01CA06,vintafolide
L01CB01,etoposide
L01CB02,teniposide
L01CC01,demecolcine
L01CD01,paclitaxel
L01CD02,docetaxel
L01CD03,paclitaxel poliglumex
L01CD04,cabazitaxel
L01CX01,trabectedin
L01DA01,dactinomycin
L01DB01,doxorubicin
L01DB02,daunorubicin
L01DB03,epirubicin
L01DB04,aclarubicin
L01DB05,zorubicin
L01DB06,idarubicin
L01DB07,mitoxantrone
L01DB08,pirarubicin
L01DB09,valrubicin
L01DB10,amrubicin
L01DB11,pixantrone
L01DC01,bleomycin
L01DC02,plicamycin
L01DC03,mitomycin
L01DC04,ixabepilone
L01XA01,cisplatin
L01XA02,carboplatin
L01XA03,oxaliplatin
L01XA04,satraplatin
L01XA05,polyplatillen
L01XB01,procarbazine
L01XC01,edrecolomab
L01XC02,rituximab
L01XC03,trastuzumab
L01XC05,gemtuzumab ozogamicin
L01XC06,cetuximab
L01XC07,bevacizumab
L01XC08,panitumumab
L01XC09,catumaxomab
L01XC10,ofatumumab
L01XC11,ipilimumab
L01XC12,brentuximab vedotin
L01XC13,pertuzumab
L01XC14,trastuzumab emtansine
L01XC15,obinutuzumab
L01XC16,dinutuximab beta
L01XC17,nivolumab
L01XC18,pembrolizumab
L01XC19,blinatumomab
L01XC21,ramucirumab
L01XC22,necitumumab
L01XC23,elotuzumab
L01XC24,daratumumab
L01XC25,mogamulizumab
L01XC26,inotuzumab ozogamicin
L01XC27,olaratumab
L01XC28,durvalumab
L01XC29,bermekimab
L01XC31,avelumab
L01XC32,atezolizumab
L01XD01,porfimer sodium
L01XD03,methyl aminolevulinate
L01XD04,aminolevulinic acid
L01XD05,temoporfin
L01XD06,efaproxiral
L01XD07,padeliporfin
L01XE01,imatinib
L01XE02,gefitinib
L01XE03,erlotinib
