,rxcui,rxaui,sab,tty,code,str,suppress
3651,1006975,5482382,ATC,IN,J01EE07,sulfamerazine and trimethoprim,N
3652,1007489,8712512,ATC,IN,C07FB02,metoprolol and felodipine,N
3653,1007761,5479908,ATC,IN,J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz",N
3654,1007769,5478927,ATC,IN,A02BD08,"bismuth subcitrate, tetracycline and metronidazole",N
3655,1007943,6821880,ATC,IN,J01RA08,tetracycline and oleandomycin,N
3656,1007976,5480157,ATC,IN,B06AA02,fibrinolysin and desoxyribonuclease,N
3657,1008145,5482523,ATC,IN,J05AR03,tenofovir disoproxil and emtricitabine,N
3658,1008332,5482367,ATC,IN,J01EE06,sulfadiazine and tetroxoprim,N
3659,1008789,5936899,ATC,IN,J05AR11,"lamivudine, tenofovir disoproxil and efavirenz",N
3660,1009148,5482417,ATC,IN,J01CR04,sultamicillin,N
3661,1009219,5478563,ATC,IN,C09XA53,aliskiren and amlodipine,N
3662,1011450,5479713,ATC,IN,D08AJ06,didecyldimethylammonium chloride,N
3663,1011650,5481647,ATC,IN,M04AX02,pegloticase,N
3664,1012892,5480162,ATC,IN,L04AA27,fingolimod,N
3665,1030912,7717175,ATC,IN,M09AX03,ataluren,N
3666,1031480,9716344,ATC,IN,N04BX04,opicapone,N
3667,1033889,5481687,ATC,IN,C09BB04,perindopril and amlodipine,N
3668,1035899,7717248,ATC,IN,L01XE34,tivozanib,N
3669,1036789,8712485,ATC,IN,N02AJ01,dihydrocodeine and paracetamol,N
3670,1037042,5479570,ATC,IN,B01AE07,dabigatran etexilate,N
3671,1040004,5479182,ATC,IN,J01DI02,ceftaroline fosamil,N
3672,1040028,5480899,ATC,IN,N05AE05,lurasidone,N
3673,1043562,5481099,ATC,IN,A10BD10,metformin and saxagliptin,N
3674,1044584,5482540,ATC,IN,H01AC06,tesamorelin,N
3675,1045453,5479973,ATC,IN,L01XX41,eribulin,N
3676,1050797,5478565,ATC,IN,C09XA54,"aliskiren, amlodipine and hydrochlorothiazide",N
3677,1085787,5479021,ATC,IN,A03BB01,butylscopolamine,N
3678,1086769,5482872,ATC,IN,N06AX24,vilazodone,N
3679,1088907,5481483,ATC,IN,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",N
3680,1091642,5478773,ATC,IN,C09CA09,azilsartan medoxomil,N
3681,1091836,5482149,ATC,IN,R03DX07,roflumilast,N
3682,1092437,5478809,ATC,IN,L04AA26,belimumab,N
3683,1094833,5480689,ATC,IN,L01XC11,ipilimumab,N
3684,1098413,5482843,ATC,IN,L01XE12,vandetanib,N
3685,1100072,5478457,ATC,IN,L02BX03,abiraterone,N
3686,1100699,5480847,ATC,IN,A10BH05,linagliptin,N
3687,1102129,9716295,ATC,IN,J05AP03,boceprevir,N
3688,1102261,9716372,ATC,IN,J05AP02,telaprevir,N
3689,1102270,5482127,ATC,IN,J05AG05,rilpivirine,N
3690,1111103,5480158,ATC,IN,A07AA12,fidaxomicin,N
3691,1112973,5478808,ATC,IN,L04AA28,belatacept,N
3692,1112990,5482102,ATC,IN,N03AX21,retigabine,N
3693,1114195,5482143,ATC,IN,B01AF01,rivaroxaban,N
3694,1114326,5480583,ATC,IN,R03AC18,indacaterol,N
3695,1116632,5482621,ATC,IN,B01AC24,ticagrelor,N
3696,1145801,5479909,ATC,IN,J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",N
3697,1147220,5482860,ATC,IN,L01XE15,vemurafenib,N
3698,1147320,5478950,ATC,IN,L01XC12,brentuximab vedotin,N
3699,1148138,5480556,ATC,IN,B06AC02,icatibant,N
3700,1148495,5479532,ATC,IN,L01XE16,crizotinib,N
3701,1189803,5482250,ATC,IN,A10BH51,sitagliptin and simvastatin,N
3702,1193326,5482176,ATC,IN,L01XE18,ruxolitinib,N
3703,1194453,5480588,ATC,IN,V09IB04,indium (111In) capromab pendetide,N
3704,1208425,6821828,ATC,IN,C09CA10,fimasartan,N
3705,1232150,5478524,ATC,IN,S01LA05,aflibercept,N
3706,1232150,5936862,ATC,IN,L01XX44,aflibercept,N
3707,1232405,5482023,ATC,IN,P03AC01,pyrethrum,N
3708,1242127,5480372,ATC,IN,V03AF09,glucarpidase,N
3709,1242806,5480607,ATC,IN,D06BX02,ingenol mebutate,N
3710,1242987,5482888,ATC,IN,L01XX43,vismodegib,N
3711,1242999,5478759,ATC,IN,L01XE17,axitinib,N
3712,1243019,5481096,ATC,IN,A10BD11,metformin and linagliptin,N
3713,1243041,5480744,ATC,IN,R07AX02,ivacaftor,N
3714,1244607,5482433,ATC,IN,S01EE05,tafluprost,N
3715,1244647,5479543,ATC,IN,B03BA02,cyanocobalamin tannin complex,N
3716,1248798,5481642,ATC,IN,B03XA04,peginesatide,N
3717,1289442,9716364,ATC,IN,L04AC15,sirukumab,N
3718,1291301,6821794,ATC,IN,G04BE10,avanafil,N
3719,1291609,5482437,ATC,IN,A16AB11,taliglucerase alfa,N
3720,1294580,9716325,ATC,IN,L01XC05,gemtuzumab ozogamicin,N
3721,1298944,5481697,ATC,IN,L01XC13,pertuzumab,N
3722,1300701,5936903,ATC,IN,A08AA11,lorcaserin,N
3723,1300786,5481236,ATC,IN,G04BD12,mirabegron,N
3724,1302966,5936872,ATC,IN,L01XX45,carfilzomib,N
3725,1303097,5478508,ATC,IN,R03BB05,aclidinium bromide,N
3726,1306055,5480082,ATC,IN,V01AA01,feather,N
3727,1306284,5479435,ATC,IN,V03AX03,cobicistat,N
3728,1306286,5479900,ATC,IN,J05AX11,elvitegravir,N
3729,1306291,5479910,ATC,IN,J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",N
3730,1307298,6821824,ATC,IN,L02BB04,enzalutamide,N
3731,1307404,5480846,ATC,IN,A06AX04,linaclotide,N
3732,1307619,5478947,ATC,IN,L01XE14,bosutinib,N
3733,1309342,5480624,ATC,IN,A10AB03,insulin (pork),N
3734,1309342,5480625,ATC,IN,A10AC03,insulin (pork),N
3735,1309342,5480626,ATC,IN,A10AD03,insulin (pork),N
3736,1309342,5480627,ATC,IN,A10AE03,insulin (pork),N
3737,1310168,5482037,ATC,IN,P03AX04,quassia,N
3738,1310520,5936938,ATC,IN,L04AA31,teriflunomide,N
3739,1310566,5480940,ATC,IN,A02AA05,magnesium silicate,N
3740,1310593,5479930,ATC,IN,D08AX02,eosin,N
3741,1310706,5479540,ATC,IN,A07BC03,crospovidone,N
3742,1311089,5479600,ATC,IN,B01AX01,defibrotide,N
3743,1311141,5481470,ATC,IN,C01CA18,octopamine,N
3744,1311506,5479926,ATC,IN,D03AX10,enoxolone,N
3745,1311526,5479072,ATC,IN,A02AC02,calcium silicate,N
3746,1311593,5478850,ATC,IN,D09AA05,benzododecinium,N
3747,1311600,5478456,ATC,IN,L04AA22,abetimus,N
3748,1311634,5481066,ATC,IN,D08AK03,mercuric chloride,N
3749,1312358,5478543,ATC,IN,H02AA01,aldosterone,N
3750,1312397,5482081,ATC,IN,L01XE21,regorafenib,N
3751,1318924,5481491,ATC,IN,A02BD05,"omeprazole, amoxicillin and clarithromycin",N
3752,1320341,5481399,ATC,IN,J01XE02,nifurtoinol,N
3753,1324604,5480321,ATC,IN,V08CA10,gadoxetic acid,N
3754,1337969,5478693,ATC,IN,R05CA07,antimony pentasulfide,N
3755,1344662,5936877,ATC,IN,J04AK06,delamanid,N
3756,1352603,10823198,ATC,IN,A10BK05,ipragliflozin,N
3757,1356552,5481679,ATC,IN,N03AX22,perampanel,N
3758,1356715,5480039,ATC,IN,M05BA01,etidronic acid,N
3759,1357536,5482672,ATC,IN,L04AA29,tofacitinib,N
3760,1359422,5478529,ATC,IN,B05XB02,alanyl glutamine,N
3761,1360721,5482601,ATC,IN,D04AA01,thonzylamine,N
3762,1360721,5482602,ATC,IN,R01AC06,thonzylamine,N
3763,1360721,5482603,ATC,IN,R06AC06,thonzylamine,N
3764,1362690,5482158,ATC,IN,S01JA02,rose bengal sodium,N
3765,1362698,5479249,ATC,IN,N01AB02,chloroform,N
3766,1362737,5480181,ATC,IN,V09IX04,fludeoxyglucose (18F),N
3767,1362794,5482867,ATC,IN,C01BG11,vernakalant,N
3768,1362872,5481979,ATC,IN,D08AX03,propanol,N
3769,1362873,5479697,ATC,IN,P03BX03,dibutylphthalate,N
3770,1363041,5479719,ATC,IN,N01AA01,diethyl ether,N
3771,1363268,6821800,ATC,IN,L01XE26,cabozantinib,N
3772,1364105,5481632,ATC,IN,H01CB05,pasireotide,N
3773,1364290,5480316,ATC,IN,V08CA11,gadofosveset,N
3774,1364347,5936924,ATC,IN,L01XE24,ponatinib,N
3775,1364430,5478696,ATC,IN,B01AF02,apixaban,N
3776,1364449,10823168,ATC,IN,A07XA06,crofelemer,N
3777,1364468,5482499,ATC,IN,A16AX08,teduglutide,N
3778,1364479,5480873,ATC,IN,C10AX12,lomitapide,N
3779,1364504,5936865,ATC,IN,J04AK05,bedaquiline,N
3780,1366567,6821867,ATC,IN,J06BB18,raxibacumab,N
3781,1367839,5481235,ATC,IN,C10AX11,mipomersen,N
3782,1368001,5478578,ATC,IN,A10BH04,alogliptin,N
3783,1368384,5481095,ATC,IN,A10BD13,metformin and alogliptin,N
3784,1368402,5481786,ATC,IN,A10BD09,pioglitazone and alogliptin,N
3785,1368451,5480385,ATC,IN,A16AX09,glycerol phenylbutyrate,N
3786,1369713,5936923,ATC,IN,L04AX06,pomalidomide,N
3787,1370439,5481216,ATC,IN,V08DA01,microspheres of human albumin,N
3788,1370971,5936919,ATC,IN,G03XC05,ospemifene,N
3789,1371041,5936942,ATC,IN,L01XC14,trastuzumab emtansine,N
3790,1373041,5481840,ATC,IN,D08AC05,polihexanide,N
3791,1373391,5936937,ATC,IN,V09IA09,technetium (99mTc) tilmanocept,N
3792,1373458,8712470,ATC,IN,A10BK02,canagliflozin,N
3793,1373478,10823173,ATC,IN,L04AX07,dimethyl fumarate,N
3794,1379968,5478332,ATC,PT,H03A,THYROID PREPARATIONS,N
3795,1382216,5936893,ATC,IN,A10BH06,gemigliptin,N
3796,1389380,5479884,ATC,IN,V03AB03,edetates,N
3797,1414446,7717232,ATC,IN,N07XX11,pitolisant,N
3798,1416059,5936946,ATC,IN,L01CA06,vintafolide,N
3799,1422085,5478746,ATC,IN,C10BA05,atorvastatin and ezetimibe,N
3800,1423270,5482491,ATC,IN,V09DB05,technetium (99mTc) sulfur colloid,N
3801,1424911,5936876,ATC,IN,L01XE23,dabrafenib,N
3802,1425099,5936941,ATC,IN,L01XE25,trametinib,N
3803,1426458,5480684,ATC,IN,V08AB03,ioxaglic acid,N
3804,1426748,5480647,ATC,IN,V09IX01,iobenguane (123I),N
3805,1426865,5480910,ATC,IN,D06BB07,lysozyme,N
3806,1426865,5480911,ATC,IN,J05AX02,lysozyme,N
3807,1426874,5480662,ATC,IN,V09AB03,iodine ioflupane (123I),N
3808,1426941,5481067,ATC,IN,D08AK30,mercuric iodide,N
3809,1427177,5478692,ATC,IN,L04AA03,antilymphocyte immunoglobulin (horse),N
3810,1427222,5481624,ATC,IN,H05AA03,parathyroid hormone,N
3811,1427224,5480169,ATC,IN,V09AX05,florbetapir (18F),N
3812,1427486,5474216,ATC,RXN_PT,R03CA,"Alpha- and beta-adrenoreceptor agonist, systemic drugs",N
3813,1427486,5477333,ATC,PT,R03CA,Alpha- and beta-adrenoreceptor agonists,N
3814,1427487,5474217,ATC,RXN_PT,C02CA,"Alpha-adrenoreceptor antagonists, peripherally acting",N
3815,1427487,5477334,ATC,PT,C02CA,Alpha-adrenoreceptor antagonists,N
3816,1427488,5474218,ATC,RXN_PT,G04CA,"Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",N
3817,1427488,5477335,ATC,PT,G04CA,Alpha-adrenoreceptor antagonists,N
3818,1427489,5474219,ATC,RXN_PT,B02AA,Antifibrinolytic amino acids,N
3819,1427489,5477340,ATC,PT,B02AA,Amino acids,N
3820,1427490,5474220,ATC,RXN_PT,B05XB,"Amino Acids, I.V. solution additive",N
3821,1427490,5477341,ATC,PT,B05XB,Amino acids,N
3822,1427491,5474221,ATC,RXN_PT,R02AD,local anesthetic throat preparations,N
3823,1427491,5477357,ATC,PT,R02AD,"Anesthetics, local",N
3824,1427492,5474222,ATC,RXN_PT,R03BA,Glucocorticoid inhalants for obstructive airway disease,N
3825,1427492,5477731,ATC,PT,R03BA,Glucocorticoids,N
3826,1427494,5474224,ATC,RXN_PT,A01AD,Other agents for local oral treatment in ATC,N
3827,1427494,5477982,ATC,PT,A01AD,Other agents for local oral treatment,N
3828,1427495,5474225,ATC,RXN_PT,A02AX,"Antacids, other combinations in ATC",N
3829,1427495,5477366,ATC,PT,A02AX,"Antacids, other combinations",N
3830,1427496,5474226,ATC,RXN_PT,A03AD,Papaverine and derivatives containing drugs for functional gastrointestinal disorders,N
3831,1427496,5478146,ATC,PT,A03AD,Papaverine and derivatives,N
3832,1427497,5474227,ATC,RXN_PT,A03AE,Serotonin receptor antagonists for functional gastrointestinal disorders,N
3833,1427497,5478275,ATC,PT,A03AE,Serotonin receptor antagonists,N
3834,1427498,5474228,ATC,RXN_PT,A03B,"BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS",N
3835,1427498,5477439,ATC,PT,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",N
3836,1427499,5474229,ATC,RXN_PT,A03CC,Other antispasmodics in combination with psycholeptics in ATC,N
3837,1427499,5478025,ATC,PT,A03CC,Other antispasmodics in combination with psycholeptics,N
3838,1427500,5474230,ATC,RXN_PT,A04AD,Other antiemetics in ATC,N
3839,1427500,5478000,ATC,PT,A04AD,Other antiemetics,N
3840,1427501,5474231,ATC,RXN_PT,A05,BILE AND LIVER THERAPY DRUGS,N
3841,1427501,5477448,ATC,PT,A05,BILE AND LIVER THERAPY,N
3842,1427502,5474232,ATC,RXN_PT,A05A,BILE THERAPY DRUGS,N
3843,1427502,5477449,ATC,PT,A05A,BILE THERAPY,N
3844,1427503,5474233,ATC,RXN_PT,A05AX,Other drugs for bile therapy in ATC,N
3845,1427503,5478055,ATC,PT,A05AX,Other drugs for bile therapy,N
3846,1427504,5474234,ATC,RXN_PT,A06AX,Other drugs for constipation in ATC,N
3847,1427504,5478056,ATC,PT,A06AX,Other drugs for constipation,N
3848,1427506,5474236,ATC,RXN_PT,A07AX,Other intestinal antiinfectives in ATC,N
3849,1427506,5478080,ATC,PT,A07AX,Other intestinal antiinfectives,N
3850,1427507,5474237,ATC,RXN_PT,A07BA,"Charcoal preparations, intestinal absorbents",N
3851,1427507,5477560,ATC,PT,A07BA,Charcoal preparations,N
3852,1427508,5474238,ATC,RXN_PT,A07BC,Other intestinal adsorbents in ATC,N
3853,1427508,5478079,ATC,PT,A07BC,Other intestinal adsorbents,N
3854,1427511,5474241,ATC,RXN_PT,A09AB,"Acid preparations, digestives",N
3855,1427511,5477311,ATC,PT,A09AB,Acid preparations,N
3856,1427563,5474293,ATC,RXN_PT,C02DD,Nitroferricyanide derivatives acting on arteriolar smooth muscle,N
3857,1427563,5477906,ATC,PT,C02DD,Nitroferricyanide derivatives,N
3858,1427564,5474294,ATC,RXN_PT,C02DC,Pyrimidine derivatives acting on arteriolar smooth muscle,N
3859,1427564,5478219,ATC,PT,C02DC,Pyrimidine derivatives,N
3860,1427565,5474295,ATC,RXN_PT,C02DB,Hydrazinophthalazine derivatives acting on arteriolar smooth muscle,N
3861,1427565,5477765,ATC,PT,C02DB,Hydrazinophthalazine derivatives,N
3862,1427566,5474296,ATC,RXN_PT,C02DA,Thiazide derivatives acting on arteriolar smooth muscle,N
3863,1427566,5478369,ATC,PT,C02DA,Thiazide derivatives,N
3864,1427569,5474299,ATC,RXN_PT,C02BC,"Bisquaternary ammonium compounds, ganglion-blocking antiandrenergic",N
3865,1427569,5477498,ATC,PT,C02BC,Bisquaternary ammonium compounds,N
3866,1427570,5474300,ATC,RXN_PT,C02BB,"Secondary and tertiary amines, ganglion-blocking antiadrenergic",N
3867,1427570,5478262,ATC,PT,C02BB,Secondary and tertiary amines,N
3868,1427571,5474301,ATC,RXN_PT,C02BA,"Sulfonium derivatives, ganglion-blocking adreneregic",N
3869,1427571,5478310,ATC,PT,C02BA,Sulfonium derivatives,N
3870,1427572,5474302,ATC,RXN_PT,C01EX,Other cardiac therapy combination products in ATC,N
3871,1427572,5478035,ATC,PT,C01EX,Other cardiac combination products,N
3872,1427573,5474303,ATC,RXN_PT,C01EB,Other plain cardiac preparations in ATC,N
3873,1427573,5478037,ATC,PT,C01EB,Other cardiac preparations,N
3874,1427576,5474306,ATC,RXN_PT,C01,CARDIAC THERAPY DRUGS,N
3875,1427576,5477516,ATC,PT,C01,CARDIAC THERAPY,N
3876,1427578,5474308,ATC,RXN_PT,C01DB,Quinolone vasodilators used in cardiac diseases,N
3877,1427578,5478228,ATC,PT,C01DB,Quinolone vasodilators,N
3878,1427579,5474309,ATC,RXN_PT,C01DA,Organic nitrates used in cardiac disease,N
3879,1427579,5477976,ATC,PT,C01DA,Organic nitrates,N
3880,1427580,5474310,ATC,RXN_PT,C01DX,Other vasodilators used in cardiac diseases in ATC,N
3881,1427580,5478117,ATC,PT,C01DX,Other vasodilators used in cardiac diseases,N
3882,1427581,5474311,ATC,RXN_PT,C01CA,Adrenergic and dopaminergic cardiac stimulants,N
3883,1427581,5477316,ATC,PT,C01CA,Adrenergic and dopaminergic agents,N
3884,1427582,5474312,ATC,RXN_PT,C01AX,Other cardiac glycosides in ATC,N
3885,1427582,5478036,ATC,PT,C01AX,Other cardiac glycosides,N
3886,1427583,6821786,ATC,PT,C01AC,Strophanthus glycosides,N
3887,1427583,6824807,ATC,RXN_PT,C01AC,Strophanthus glycosides used in cardiac therapy,N
3888,1427584,5474314,ATC,RXN_PT,C01AB,Scilla glycosides used in cardiac therapy,N
3889,1427584,5478259,ATC,PT,C01AB,Scilla glycosides,N
3890,1427586,5474316,ATC,RXN_PT,B05CB,Salt irrigating solutions,N
3891,1427586,5478258,ATC,PT,B05CB,Salt solutions,N
3892,1427587,5474317,ATC,RXN_PT,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",N
3893,1427587,5477772,ATC,PT,B05B,I.V. SOLUTIONS,N
3894,1427588,5474318,ATC,RXN_PT,B03X,OTHER ANTIANEMIC PREPARATIONS in ATC,N
3895,1427588,5477931,ATC,PT,B03X,OTHER ANTIANEMIC PREPARATIONS,N
3896,1427588,5477993,ATC,PT,B03XA,Other antianemic preparations,N
3897,1427588,5483086,ATC,RXN_PT,B03XA,Other antianemic preparations in ATC,N
3898,1427589,5474319,ATC,RXN_PT,B03BB,Folic acid and derivatives as antianemics,N
3899,1427589,5477721,ATC,PT,B03BB,Folic acid and derivatives,N
3900,1427591,5474321,ATC,RXN_PT,B01AB,Heparin group antithrombotic drugs,N
3901,1427591,5477758,ATC,PT,B01AB,Heparin group,N
3902,1427592,5474322,ATC,RXN_PT,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,N
3903,1427592,5477450,ATC,PT,B,BLOOD AND BLOOD FORMING ORGANS,N
3904,1427593,5474323,ATC,RXN_PT,A11GB,vitamin C combinations,N
3905,1427593,5477432,ATC,PT,A11GB,"Ascorbic acid (vitamin C), combinations",N
3906,1427594,5474324,ATC,RXN_PT,A11GA,"vitamin C products, plain",N
3907,1427594,5477433,ATC,PT,A11GA,"Ascorbic acid (vitamin C), plain",N
3908,1427597,5474327,ATC,RXN_PT,G01AA,"Antibiotics, Gynecological",N
3909,1427597,5477384,ATC,PT,G01AA,Antibiotics,N
3910,1427599,5474329,ATC,RXN_PT,G01AD,"Organic acids, Gynecological",N
3911,1427599,5477975,ATC,PT,G01AD,Organic acids,N
3912,1427600,5474330,ATC,RXN_PT,G01AE,"Sulfonamides, Gynecological",N
3913,1427600,5478300,ATC,PT,G01AE,Sulfonamides,N
3914,1427603,5474333,ATC,RXN_PT,G01AX,Other gynecological antiinfectives and antiseptics in ATC,N
3915,1427603,5478009,ATC,PT,G01AX,Other antiinfectives and antiseptics,N
3916,1427605,5474335,ATC,RXN_PT,D11AX,OTHER DERMATOLOGICAL PREPARATIONS IN ATC,N
3917,1427605,5477939,ATC,PT,D11,OTHER DERMATOLOGICAL PREPARATIONS,N
3918,1427605,5477940,ATC,PT,D11A,OTHER DERMATOLOGICAL PREPARATIONS,N
3919,1427605,5478049,ATC,PT,D11AX,Other dermatologicals,N
3920,1427605,5483038,ATC,RXN_PT,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,N
3921,1427605,5483057,ATC,RXN_PT,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,N
3922,1427608,5474338,ATC,RXN_PT,G02CX,Other gynecologicals in ATC,N
3923,1427608,5477949,ATC,PT,G02,OTHER GYNECOLOGICALS,N
3924,1427608,5477950,ATC,PT,G02C,OTHER GYNECOLOGICALS,N
3925,1427608,5478067,ATC,PT,G02CX,Other gynecologicals,N
3926,1427608,5483104,ATC,RXN_PT,G02,OTHER GYNECOLOGICALS in ATC,N
3927,1427608,5483157,ATC,RXN_PT,G02C,OTHER GYNECOLOGICALS in ATC,N
3928,1427609,5474339,ATC,RXN_PT,V10AA,Yttrium-90 antiinflammatory radiopharmaceuticals,N
3929,1427609,5478448,ATC,PT,V10AA,Yttrium (90Y) compounds,N
3930,1427615,5474345,ATC,RXN_PT,V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,N
3931,1427615,5477743,ATC,PT,V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,N
3932,1427616,5474346,ATC,RXN_PT,V09C,RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,N
3933,1427616,5478229,ATC,PT,V09C,RENAL SYSTEM,N
3934,1427618,5474348,ATC,RXN_PT,V09A,CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,N
3935,1427618,5477519,ATC,PT,V09A,CENTRAL NERVOUS SYSTEM,N
3936,1427619,5474349,ATC,RXN_PT,V,VARIOUS DRUG CLASSES IN ATC,N
3937,1427619,5478399,ATC,PT,V,VARIOUS,N
3938,1427620,5474350,ATC,RXN_PT,V06AA,Low-energy diet formulations for treatment of obesity,N
3939,1427620,5477850,ATC,PT,V06AA,Low-energy diets,N
3940,1427621,5474351,ATC,RXN_PT,V04CA,Diagnostic agents for diabetes testing,N
3941,1427621,5478356,ATC,PT,V04CA,Tests for diabetes,N
3942,1427622,5474352,ATC,RXN_PT,V04CB,diagnostic agents for fat absorption testing,N
3943,1427622,5478357,ATC,PT,V04CB,Tests for fat absorption,N
3944,1427623,5474353,ATC,RXN_PT,V04CC,Diagnostic agents for bile duct patency testing,N
3945,1427623,5478355,ATC,PT,V04CC,Tests for bile duct patency,N
3946,1427624,5474354,ATC,RXN_PT,H03,THYROID THERAPY DRUGS,N
3947,1427624,5478333,ATC,PT,H03,THYROID THERAPY,N
3948,1427625,5474355,ATC,RXN_PT,H03C,IODINE THERAPY DRUGS,N
3949,1427625,5477787,ATC,PT,H03C,IODINE THERAPY,N
3950,1427625,5477825,ATC,PT,H03CA,Iodine therapy,N
3951,1427626,5474356,ATC,RXN_PT,P02DA,Salicylic acid derivative anticestodals,N
3952,1427626,5478256,ATC,PT,P02DA,Salicylic acid derivatives,N
3953,1427627,5474357,ATC,RXN_PT,P03AA,Sulfur containing product ectoparasiticides,N
3954,1427627,5478311,ATC,PT,P03AA,Sulfur containing products,N
3955,1427628,5474358,ATC,RXN_PT,P03AB,Chlorine containing product ectoparasiticides,N
3956,1427628,5477562,ATC,PT,P03AB,Chlorine containing products,N
3957,1427630,5474360,ATC,RXN_PT,S,SENSORY ORGAN DRUGS,N
3958,1427630,5478244,ATC,PT,S,SENSORY ORGANS,N
3959,1427631,5474361,ATC,RXN_PT,M09AA,Quinine and derivatives for DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,N
3960,1427631,5478222,ATC,PT,M09AA,Quinine and derivatives,N
3961,1427632,5474362,ATC,RXN_PT,N01AF,"Barbiturates for general anesthesia, plain",N
3962,1427632,5477458,ATC,PT,N01AF,"Barbiturates, plain",N
3963,1427633,5474363,ATC,RXN_PT,N01AG,"barbiturates for general anesthesia, in combination with other drugs",N
3964,1427633,5477456,ATC,PT,N01AG,Barbiturates in combination with other drugs,N
3965,1427634,5474364,ATC,RXN_PT,N01BA,Esters of aminobenzoic acid for local anesthesia,N
3966,1427634,5477699,ATC,PT,N01BA,Esters of aminobenzoic acid,N
3967,1427635,5474365,ATC,RXN_PT,N01BC,Esters of benzoic acid for local anesthesia,N
3968,1427635,5477700,ATC,PT,N01BC,Esters of benzoic acid,N
3969,1427636,5474366,ATC,RXN_PT,N02AA,Natural opium alkaloid analgesics,N
3970,1427636,5477901,ATC,PT,N02AA,Natural opium alkaloids,N
3971,1427637,5474367,ATC,RXN_PT,N,NERVOUS SYSTEM DRUGS,N
3972,1427637,5477898,ATC,PT,N,NERVOUS SYSTEM,N
3973,1427638,5474368,ATC,RXN_PT,M,MUSCULO-SKELETAL SYSTEM DRUGS,N
3974,1427638,5477865,ATC,PT,M,MUSCULO-SKELETAL SYSTEM,N
3975,1427639,5474369,ATC,RXN_PT,N02AC,Diphenylpropylamine derivative analgesics,N
3976,1427639,5477657,ATC,PT,N02AC,Diphenylpropylamine derivatives,N
3977,1427640,5474370,ATC,RXN_PT,N02AD,Benzomorphan derivative analgesics,N
3978,1427640,5477471,ATC,PT,N02AD,Benzomorphan derivatives,N
3979,1427641,5474371,ATC,RXN_PT,N02AE,Oripavine derivatives analgesics,N
3980,1427641,5477978,ATC,PT,N02AE,Oripavine derivatives,N
3981,1427642,5474372,ATC,RXN_PT,A,ALIMENTARY TRACT AND METABOLISM DRUGS,N
3982,1427642,5477201,ATC,PT,A,ALIMENTARY TRACT AND METABOLISM,N
3983,1427643,5474373,ATC,RXN_PT,R03BC,"Antiallergic inhalants for obstructive airway diseases, excl. corticosteroids",N
3984,1427643,5477374,ATC,PT,R03BC,"Antiallergic agents, excl. corticosteroids",N
3985,1427645,5474375,ATC,RXN_PT,R01AC,"Antiallergic nasal preparations for topical use, excl. corticosteroids",N
3986,1427645,5477373,ATC,PT,R01AC,"Antiallergic agents, excl. corticosteroids",N
3987,1427646,5474376,ATC,RXN_PT,J02AA,Antibiotics for systemic use,N
3988,1427646,5477385,ATC,PT,J02AA,Antibiotics,N
3989,1427648,5474378,ATC,RXN_PT,R02AB,Antibiotic throat preparations,N
3990,1427648,5477387,ATC,PT,R02AB,Antibiotics,N
3991,1427649,5474379,ATC,RXN_PT,S01AA,"Antibiotics, ophthalmologic",N
3992,1427649,5477388,ATC,PT,S01AA,Antibiotics,N
3993,1427650,5474380,ATC,RXN_PT,A07AA,"antibiotics, intestinal",N
3994,1427650,5477381,ATC,PT,A07AA,Antibiotics,N
3995,1427651,5474381,ATC,RXN_PT,C05AB,Antibiotics FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,N
3996,1427651,5477382,ATC,PT,C05AB,Antibiotics,N
3997,1427652,5474382,ATC,RXN_PT,D01AA,"Antifungal Antibiotics, Topical",N
3998,1427652,5477383,ATC,PT,D01AA,Antibiotics,N
3999,1427656,5474386,ATC,RXN_PT,B05CA,Antiinfective irrigating solutions,N
4000,1427656,5477402,ATC,PT,B05CA,Antiinfectives,N
4001,1427658,5474388,ATC,RXN_PT,V10A,ANTIINFLAMMATORY THERAPEUTIC RADIOPHARMACEUTICALS,N
4002,1427658,5477269,ATC,PT,V10A,ANTIINFLAMMATORY AGENTS,N
4003,1427660,5474390,ATC,RXN_PT,S01AD,"Antivirals, ophthalmologic",N
