ATC level name,rxcui,rxaui,sab,tty,ATC code,suppress,mapped_to_bnf,combination
cimetidine,1,1,1,1,1,1,1,1
"cimetidine, combinations",1,1,1,1,1,1,1,1
cimetropium bromide,1,1,1,1,1,1,1,1
cinacalcet,1,1,1,1,1,1,1,1
cinchocaine,5,5,5,5,5,5,5,5
cinchophen,1,1,1,1,1,1,1,1
cineole,1,1,1,1,1,1,1,1
cinepazet,1,1,1,1,1,1,1,1
cinepazide,1,1,1,1,1,1,1,1
cinitapride,1,1,1,1,1,1,1,1
cinnarizine,1,1,1,1,1,1,1,1
"cinnarizine, combinations",1,1,1,1,1,1,1,1
cinolazepam,1,1,1,1,1,1,1,1
cinoxacin,1,1,1,1,1,1,1,1
ciprofibrate,1,1,1,1,1,1,1,1
ciprofloxacin,4,4,4,4,4,4,4,4
ciprofloxacin and metronidazole,1,1,1,1,1,1,1,1
ciprofloxacin and ornidazole,1,1,1,1,1,1,1,1
ciprofloxacin and tinidazole,1,1,1,1,1,1,1,1
cisapride,1,1,1,1,1,1,1,1
cisatracurium,1,1,1,1,1,1,1,1
cisplatin,1,1,1,1,1,1,1,1
citalopram,1,1,1,1,1,1,1,1
citicoline,1,1,1,1,1,1,1,1
citiolone,1,1,1,1,1,1,1,1
citric acid,1,1,1,1,1,1,1,1
cladribine,2,2,2,2,2,2,2,2
clarithromycin,1,1,1,1,1,1,1,1
clebopride,1,1,1,1,1,1,1,1
clefamide,1,1,1,1,1,1,1,1
clemastine,2,2,2,2,2,2,2,2
"clemastine, combinations",1,1,1,1,1,1,1,1
clenbuterol,2,2,2,2,2,2,2,2
clenbuterol and ambroxol,1,1,1,1,1,1,1,1
clevidipine,1,1,1,1,1,1,1,1
clevudine,1,1,1,1,1,1,1,1
clidinium and psycholeptics,1,1,1,1,1,1,1,1
clindamycin,3,3,3,3,3,3,3,3
"clindamycin, combinations",1,1,1,1,1,1,1,1
clioquinol,5,5,5,5,5,5,5,5
"clioquinol, combinations",1,1,1,1,1,1,1,1
clobazam,1,1,1,1,1,1,1,1
clobenzorex,1,1,1,1,1,1,1,1
clobetasol,1,1,1,1,1,1,1,1
clobetasol and antibiotics,1,1,1,1,1,1,1,1
clobetasone,2,2,2,2,2,2,2,2
clobetasone and antiinfectives,1,1,1,1,1,1,1,1
clobutinol,1,1,1,1,1,1,1,1
clocortolone,1,1,1,1,1,1,1,1
clodantoin,1,1,1,1,1,1,1,1
clodronic acid,1,1,1,1,1,1,1,1
clofarabine,1,1,1,1,1,1,1,1
clofazimine,1,1,1,1,1,1,1,1
clofedanol,1,1,1,1,1,1,1,1
clofenamide,1,1,1,1,1,1,1,1
clofenamide and potassium,1,1,1,1,1,1,1,1
clofenotane,1,1,1,1,1,1,1,1
"clofenotane, combinations",1,1,1,1,1,1,1,1
clofezone,2,2,2,2,2,2,2,2
clofibrate,1,1,1,1,1,1,1,1
clofibride,1,1,1,1,1,1,1,1
clofoctol,1,1,1,1,1,1,1,1
clomethiazole,1,1,1,1,1,1,1,1
"clomethiazole, combinations",1,1,1,1,1,1,1,1
clometocillin,1,1,1,1,1,1,1,1
clomifene,1,1,1,1,1,1,1,1
clomipramine,1,1,1,1,1,1,1,1
clomocycline,1,1,1,1,1,1,1,1
clonazepam,1,1,1,1,1,1,1,1
clonidine,3,3,3,3,3,3,3,3
clonidine and diuretics,1,1,1,1,1,1,1,1
"clonidine and diuretics, combinations with other drugs",1,1,1,1,1,1,1,1
clopamide,1,1,1,1,1,1,1,1
clopamide and potassium,1,1,1,1,1,1,1,1
clopenthixol,1,1,1,1,1,1,1,1
cloperastine,1,1,1,1,1,1,1,1
clopidogrel,1,1,1,1,1,1,1,1
cloprednol,1,1,1,1,1,1,1,1
cloranolol,1,1,1,1,1,1,1,1
clorexolone,1,1,1,1,1,1,1,1
"clorexolone, combinations with psycholeptics",1,1,1,1,1,1,1,1
cloricromen,1,1,1,1,1,1,1,1
cloridarol,1,1,1,1,1,1,1,1
clorindione,1,1,1,1,1,1,1,1
clotiapine,1,1,1,1,1,1,1,1
clotiazepam,1,1,1,1,1,1,1,1
clotrimazole,3,3,3,3,3,3,3,3
cloxacillin,1,1,1,1,1,1,1,1
cloxazolam,1,1,1,1,1,1,1,1
clozapine,1,1,1,1,1,1,1,1
coagulation factor IX,1,1,1,1,1,1,1,1
"coagulation factor IX, II, VII and X in combination",1,1,1,1,1,1,1,1
coagulation factor VII,1,1,1,1,1,1,1,1
coagulation factor VIII,1,1,1,1,1,1,1,1
coagulation factor VIIa,1,1,1,1,1,1,1,1
coagulation factor X,1,1,1,1,1,1,1,1
coagulation factor XIII,1,1,1,1,1,1,1,1
cobalt (57Co) cyanocobalamine,1,1,1,1,1,1,1,1
cobalt (58Co) cyanocobalamine,1,1,1,1,1,1,1,1
cobamamide,1,1,1,1,1,1,1,1
cobicistat,1,1,1,1,1,1,1,1
cobimetinib,1,1,1,1,1,1,1,1
cocaine,4,4,4,4,4,4,4,4
codeine,1,1,1,1,1,1,1,1
codeine and acetylsalicylic acid,1,1,1,1,1,1,1,1
codeine and ibuprofen,1,1,1,1,1,1,1,1
codeine and other non-opioid analgesics,1,1,1,1,1,1,1,1
codeine and paracetamol,1,1,1,1,1,1,1,1
"codeine, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"codeine, combinations with psycholeptics",1,1,1,1,1,1,1,1
colchicine,1,1,1,1,1,1,1,1
colecalciferol,1,1,1,1,1,1,1,1
"colecalciferol, combinations",1,1,1,1,1,1,1,1
colesevelam,1,1,1,1,1,1,1,1
colestilan,1,1,1,1,1,1,1,1
colestipol,1,1,1,1,1,1,1,1
colestyramine,1,1,1,1,1,1,1,1
colextran,1,1,1,1,1,1,1,1
colfosceril palmitate,1,1,1,1,1,1,1,1
colistin,2,2,2,2,2,2,2,2
collagen,2,2,2,2,2,2,2,2
"collagen, combinations",1,1,1,1,1,1,1,1
collagenase,1,1,1,1,1,1,1,1
collagenase clostridium histolyticum,1,1,1,1,1,1,1,1
"collagenase, combinations",1,1,1,1,1,1,1,1
combination drugs used in erectile dysfunction,1,1,1,1,1,1,1,1
combination of rauwolfia alkaloids and diuretics incl. other combinations,1,1,1,1,1,1,1,1
combinations,39,39,39,39,39,39,39,39
combinations of barbiturates,1,1,1,1,1,1,1,1
combinations of corticosteroids,2,2,2,2,2,2,2,2
combinations of different antibiotics,1,1,1,1,1,1,1,1
combinations of electrolytes,1,1,1,1,1,1,1,1
combinations of imidazole derivatives,1,1,1,1,1,1,1,1
combinations of levothyroxine and liothyronine,1,1,1,1,1,1,1,1
combinations of penicillins,1,1,1,1,1,1,1,1
combinations of rauwolfia alkaloids,1,1,1,1,1,1,1,1
"combinations of rauwolfia alkoloids, combinations",1,1,1,1,1,1,1,1
combinations of sulfonamides,1,1,1,1,1,1,1,1
combinations of tetracyclines,1,1,1,1,1,1,1,1
combinations of xanthines,1,1,1,1,1,1,1,1
conestat alfa,1,1,1,1,1,1,1,1
conivaptan,1,1,1,1,1,1,1,1
conjugated estrogens,1,1,1,1,1,1,1,1
conjugated estrogens and bazedoxifene,1,1,1,1,1,1,1,1
contact laxatives in combination,1,1,1,1,1,1,1,1
contact laxatives in combination with belladonna alkaloids,1,1,1,1,1,1,1,1
copanlisib,1,1,1,1,1,1,1,1
copper oleinate,1,1,1,1,1,1,1,1
copper sulfate,1,1,1,1,1,1,1,1
copper usnate,1,1,1,1,1,1,1,1
corifollitropin alfa,1,1,1,1,1,1,1,1
corticorelin,1,1,1,1,1,1,1,1
corticotropin,1,1,1,1,1,1,1,1
cortisone,2,2,2,2,2,2,2,2
cortivazol,1,1,1,1,1,1,1,1
cough suppressants and expectorants,1,1,1,1,1,1,1,1
cough suppressants and mucolytics,1,1,1,1,1,1,1,1
crataegus glycosides,1,1,1,1,1,1,1,1
creatinolfosfate,1,1,1,1,1,1,1,1
creosote,1,1,1,1,1,1,1,1
cridanimod,1,1,1,1,1,1,1,1
crilanomer,1,1,1,1,1,1,1,1
crisaborole,1,1,1,1,1,1,1,1
crizotinib,1,1,1,1,1,1,1,1
crofelemer,1,1,1,1,1,1,1,1
cromoglicic acid,5,5,5,5,5,5,5,5
"cromoglicic acid, combinations",2,2,2,2,2,2,2,2
crospovidone,1,1,1,1,1,1,1,1
cyamemazine,1,1,1,1,1,1,1,1
cyanocobalamin,1,1,1,1,1,1,1,1
cyanocobalamin tannin complex,1,1,1,1,1,1,1,1
"cyanocobalamin, combinations",1,1,1,1,1,1,1,1
cyclandelate,1,1,1,1,1,1,1,1
cyclizine,1,1,1,1,1,1,1,1
"cyclizine, combinations",1,1,1,1,1,1,1,1
cyclobarbital,1,1,1,1,1,1,1,1
cyclobenzaprine,1,1,1,1,1,1,1,1
cyclobutyrol,1,1,1,1,1,1,1,1
cyclofenil,1,1,1,1,1,1,1,1
cycloguanil embonate,1,1,1,1,1,1,1,1
cyclopentamine,1,1,1,1,1,1,1,1
cyclopenthiazide,1,1,1,1,1,1,1,1
cyclopenthiazide and potassium,1,1,1,1,1,1,1,1
cyclopenthiazide and potassium-sparing agents,1,1,1,1,1,1,1,1
cyclopentolate,1,1,1,1,1,1,1,1
"cyclopentolate, combinations",1,1,1,1,1,1,1,1
cyclophosphamide,1,1,1,1,1,1,1,1
cycloserine,1,1,1,1,1,1,1,1
cyclothiazide,1,1,1,1,1,1,1,1
cyclothiazide and potassium,1,1,1,1,1,1,1,1
cyfluthrin,1,1,1,1,1,1,1,1
cymarin,1,1,1,1,1,1,1,1
cypermethrin,1,1,1,1,1,1,1,1
cyproheptadine,1,1,1,1,1,1,1,1
cyproterone,1,1,1,1,1,1,1,1
cyproterone and estrogen,1,1,1,1,1,1,1,1
cytarabine,1,1,1,1,1,1,1,1
cytarabine and daunorubicin,1,1,1,1,1,1,1,1
cytisine,1,1,1,1,1,1,1,1
cytomegalovirus immunoglobulin,1,1,1,1,1,1,1,1
dabigatran etexilate,1,1,1,1,1,1,1,1
dabrafenib,1,1,1,1,1,1,1,1
dacarbazine,1,1,1,1,1,1,1,1
daclatasvir,1,1,1,1,1,1,1,1
daclizumab,1,1,1,1,1,1,1,1
dacomitinib,1,1,1,1,1,1,1,1
dactinomycin,1,1,1,1,1,1,1,1
dalbavancin,1,1,1,1,1,1,1,1
dalteparin,1,1,1,1,1,1,1,1
danaparoid,1,1,1,1,1,1,1,1
danazol,1,1,1,1,1,1,1,1
dantrolene,1,1,1,1,1,1,1,1
dantron,1,1,1,1,1,1,1,1
"dantron, combinations",1,1,1,1,1,1,1,1
"dantron, incl. combinations",1,1,1,1,1,1,1,1
dapagliflozin,1,1,1,1,1,1,1,1
dapiprazole,1,1,1,1,1,1,1,1
dapivirine,1,1,1,1,1,1,1,1
dapoxetine,1,1,1,1,1,1,1,1
dapsone,2,2,2,2,2,2,2,2
daptomycin,1,1,1,1,1,1,1,1
daratumumab,1,1,1,1,1,1,1,1
darbepoetin alfa,1,1,1,1,1,1,1,1
darifenacin,1,1,1,1,1,1,1,1
darunavir,1,1,1,1,1,1,1,1
darunavir and cobicistat,1,1,1,1,1,1,1,1
dasabuvir,1,1,1,1,1,1,1,1
"dasabuvir, ombitasvir, paritaprevir and ritonavir",1,1,1,1,1,1,1,1
dasatinib,1,1,1,1,1,1,1,1
dasiprotimut-T,1,1,1,1,1,1,1,1
daunorubicin,1,1,1,1,1,1,1,1
deanol,1,1,1,1,1,1,1,1
debrisoquine,1,1,1,1,1,1,1,1
decamethoxine,1,1,1,1,1,1,1,1
decamethrin,1,1,1,1,1,1,1,1
decitabine,1,1,1,1,1,1,1,1
deferasirox,1,1,1,1,1,1,1,1
deferiprone,1,1,1,1,1,1,1,1
deferoxamine,1,1,1,1,1,1,1,1
defibrotide,1,1,1,1,1,1,1,1
deflazacort,1,1,1,1,1,1,1,1
degarelix,1,1,1,1,1,1,1,1
dehydroemetine,1,1,1,1,1,1,1,1
delafloxacin,1,1,1,1,1,1,1,1
delamanid,1,1,1,1,1,1,1,1
delapril,1,1,1,1,1,1,1,1
delapril and diuretics,1,1,1,1,1,1,1,1
delapril and manidipine,1,1,1,1,1,1,1,1
delavirdine,1,1,1,1,1,1,1,1
demecarium,1,1,1,1,1,1,1,1
demeclocycline,2,2,2,2,2,2,2,2
demecolcine,1,1,1,1,1,1,1,1
demegestone,1,1,1,1,1,1,1,1
demoxytocin,1,1,1,1,1,1,1,1
denileukin diftitox,1,1,1,1,1,1,1,1
denosumab,1,1,1,1,1,1,1,1
deoxycholic acid,1,1,1,1,1,1,1,1
deptropine,1,1,1,1,1,1,1,1
dequalinium,3,3,3,3,3,3,3,3
dermatan sulfate,1,1,1,1,1,1,1,1
desaspidin,1,1,1,1,1,1,1,1
deserpidine,1,1,1,1,1,1,1,1
deserpidine and diuretics,1,1,1,1,1,1,1,1
desfesoterodine,1,1,1,1,1,1,1,1
desflurane,1,1,1,1,1,1,1,1
desipramine,1,1,1,1,1,1,1,1
desirudin,1,1,1,1,1,1,1,1
deslanoside,1,1,1,1,1,1,1,1
desloratadine,1,1,1,1,1,1,1,1
desmopressin,1,1,1,1,1,1,1,1
desogestrel,1,1,1,1,1,1,1,1
desogestrel and estrogen,1,1,1,1,1,1,1,1
desogestrel and ethinylestradiol,2,2,2,2,2,2,2,2
desonide,2,2,2,2,2,2,2,2
desonide and antiseptics,1,1,1,1,1,1,1,1
desoximetasone,2,2,2,2,2,2,2,2
desoxycortone,1,1,1,1,1,1,1,1
desoxyribonuclease,1,1,1,1,1,1,1,1
desvenlafaxine,1,1,1,1,1,1,1,1
dexamethasone,11,11,11,11,11,11,11,11
dexamethasone and antibiotics,1,1,1,1,1,1,1,1
dexamethasone and antiinfectives,3,3,3,3,3,3,3,3
"dexamethasone, combinations",1,1,1,1,1,1,1,1
dexamfetamine,1,1,1,1,1,1,1,1
dexbrompheniramine,1,1,1,1,1,1,1,1
"dexbrompheniramine, combinations",1,1,1,1,1,1,1,1
dexchlorpheniramine,1,1,1,1,1,1,1,1
"dexchlorpheniramine, combinations",1,1,1,1,1,1,1,1
dexetimide,1,1,1,1,1,1,1,1
dexfenfluramine,1,1,1,1,1,1,1,1
dexibuprofen,1,1,1,1,1,1,1,1
dexketoprofen,2,2,2,2,2,2,2,2
dexlansoprazole,1,1,1,1,1,1,1,1
dexmedetomidine,1,1,1,1,1,1,1,1
dexmethylphenidate,1,1,1,1,1,1,1,1
dexpanthenol,3,3,3,3,3,3,3,3
dexrabeprazole,1,1,1,1,1,1,1,1
dexrazoxane,1,1,1,1,1,1,1,1
dextran,1,1,1,1,1,1,1,1
dextranomer,1,1,1,1,1,1,1,1
dextromethorphan,1,1,1,1,1,1,1,1
"dextromethorphan, combinations",1,1,1,1,1,1,1,1
dextromoramide,1,1,1,1,1,1,1,1
dextropropoxyphene,1,1,1,1,1,1,1,1
"dextropropoxyphene, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"dextropropoxyphene, combinations with psycholeptics",1,1,1,1,1,1,1,1
dextrothyroxine,1,1,1,1,1,1,1,1
dezocine,1,1,1,1,1,1,1,1
diacerein,1,1,1,1,1,1,1,1
diagnostic agents for fat absorption testing,1,1,1,1,1,1,1,0
diamorphine,1,1,1,1,1,1,1,1
diastase,1,1,1,1,1,1,1,1
diatrizoic acid,1,1,1,1,1,1,1,1
diazepam,1,1,1,1,1,1,1,1
diazoxide,2,2,2,2,2,2,2,2
dibekacin,1,1,1,1,1,1,1,1
dibenzepin,1,1,1,1,1,1,1,1
dibotermin alfa,1,1,1,1,1,1,1,1
dibromotyrosine,1,1,1,1,1,1,1,1
dibrompropamidine,2,2,2,2,2,2,2,2
dibunate,1,1,1,1,1,1,1,1
dibutylphthalate,1,1,1,1,1,1,1,1
dibutylsuccinate,1,1,1,1,1,1,1,1
dichloralphenazone,1,1,1,1,1,1,1,1
dichlorobenzyl alcohol,1,1,1,1,1,1,1,1
dichlorophen,1,1,1,1,1,1,1,1
diclofenac,4,4,4,4,4,4,4,4
diclofenac and antiinfectives,1,1,1,1,1,1,1,1
"diclofenac, combinations",1,1,1,1,1,1,1,1
diclofenamide,1,1,1,1,1,1,1,1
dicloxacillin,1,1,1,1,1,1,1,1
dicoumarol,1,1,1,1,1,1,1,1
dicycloverine,1,1,1,1,1,1,1,1
didanosine,1,1,1,1,1,1,1,1
didecyldimethylammonium chloride,1,1,1,1,1,1,1,1
dienestrol,2,2,2,2,2,2,2,2
dienogest,1,1,1,1,1,1,1,1
dienogest and estradiol,1,1,1,1,1,1,1,1
dienogest and estrogen,1,1,1,1,1,1,1,1
dienogest and ethinylestradiol,1,1,1,1,1,1,1,1
diethyl ether,1,1,1,1,1,1,1,1
diethylcarbamazine,1,1,1,1,1,1,1,1
diethylstilbestrol,3,3,3,3,3,3,3,3
diethyltoluamide,1,1,1,1,1,1,1,1
difemerine,1,1,1,1,1,1,1,1
difenoxin,1,1,1,1,1,1,1,1
difenpiramide,1,1,1,1,1,1,1,1
difetarsone,1,1,1,1,1,1,1,1
diflorasone,1,1,1,1,1,1,1,1
diflucortolone,2,2,2,2,2,2,2,2
diflucortolone and antiseptics,1,1,1,1,1,1,1,1
diflunisal,1,1,1,1,1,1,1,1
difluprednate,1,1,1,1,1,1,1,1
digitalis antitoxin,1,1,1,1,1,1,1,1
digitalis leaves,1,1,1,1,1,1,1,1
digitoxin,1,1,1,1,1,1,1,1
digoxin,1,1,1,1,1,1,1,1
dihexyverine,1,1,1,1,1,1,1,1
dihydralazine,1,1,1,1,1,1,1,1
dihydralazine and diuretics,1,1,1,1,1,1,1,1
"dihydralazine and diuretics, combinations with other drugs",1,1,1,1,1,1,1,1
dihydrocodeine,1,1,1,1,1,1,1,1
dihydrocodeine and acetylsalicylic acid,1,1,1,1,1,1,1,1
dihydrocodeine and other non-opioid analgesics,1,1,1,1,1,1,1,1
dihydrocodeine and paracetamol,1,1,1,1,1,1,1,1
"dihydrocodeine, combinations",1,1,1,1,1,1,1,1
dihydroergocristine,1,1,1,1,1,1,1,1
"dihydroergocristine, combinations",1,1,1,1,1,1,1,1
dihydroergocryptine mesylate,1,1,1,1,1,1,1,1
dihydroergotamine,1,1,1,1,1,1,1,1
"dihydroergotamine, combinations",1,1,1,1,1,1,1,1
dihydrostreptomycin,1,1,1,1,1,1,1,1
dihydrotachysterol,1,1,1,1,1,1,1,1
dihydroxialumini sodium carbonate,1,1,1,1,1,1,1,1
diiodohydroxypropane,1,1,1,1,1,1,1,1
diiodohydroxyquinoline,1,1,1,1,1,1,1,1
diiodotyrosine,1,1,1,1,1,1,1,1
diisopromine,1,1,1,1,1,1,1,1
dilazep,1,1,1,1,1,1,1,1
diloxanide,1,1,1,1,1,1,1,1
diltiazem,2,2,2,2,2,2,2,2
dimazole,1,1,1,1,1,1,1,1
dimefline,1,1,1,1,1,1,1,1
dimemorfan,1,1,1,1,1,1,1,1
dimercaprol,1,1,1,1,1,1,1,1
dimetacrine,1,1,1,1,1,1,1,1
dimethoxanate,1,1,1,1,1,1,1,1
dimethyl fumarate,1,1,1,1,1,1,1,1
dimethyl sulfoxide,2,2,2,2,2,2,2,2
dimethylaminopropionylphenothiazine,1,1,1,1,1,1,1,1
dimethylcarbate,1,1,1,1,1,1,1,1
dimethylphthalate,1,1,1,1,1,1,1,1
dimethyltubocurarine,1,1,1,1,1,1,1,1
dimeticone,1,1,1,1,1,1,1,1
dimetindene,2,2,2,2,2,2,2,2
dimetofrine,1,1,1,1,1,1,1,1
dimetotiazine,1,1,1,1,1,1,1,1
dinoprost,1,1,1,1,1,1,1,1
dinoprostone,1,1,1,1,1,1,1,1
dinutuximab beta,1,1,1,1,1,1,1,1
diodone,1,1,1,1,1,1,1,1
diosmectite,1,1,1,1,1,1,1,1
diosmin,1,1,1,1,1,1,1,1
"diosmin, combinations",1,1,1,1,1,1,1,1
diphemanil,1,1,1,1,1,1,1,1
diphemanil and psycholeptics,1,1,1,1,1,1,1,1
diphenadione,1,1,1,1,1,1,1,1
diphenhydramine,2,2,2,2,2,2,2,2
diphenhydramine methylbromide,1,1,1,1,1,1,1,1
"diphenhydramine, combinations",1,1,1,1,1,1,1,1
diphenoxylate,1,1,1,1,1,1,1,1
diphenylpyraline,1,1,1,1,1,1,1,1
"diphenylpyraline, combinations",1,1,1,1,1,1,1,1
diphtheria antitoxin,1,1,1,1,1,1,1,1
diphtheria immunoglobulin,1,1,1,1,1,1,1,1
diphtheria toxoid,1,1,1,1,1,1,1,1
diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus,1,1,1,1,1,1,1,1
diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,1,1,1,1,1,1,1,1
diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B,1,1,1,1,1,1,1,1
diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,1,1,1,1,1,1,1,1
diphtheria-hepatitis B-pertussis-tetanus,1,1,1,1,1,1,1,1
diphtheria-hepatitis B-tetanus,1,1,1,1,1,1,1,1
diphtheria-pertussis-poliomyelitis-tetanus,1,1,1,1,1,1,1,1
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,1,1,1,1,1,1,1,1
diphtheria-poliomyelitis-tetanus,1,1,1,1,1,1,1,1
diphtheria-rubella-tetanus,1,1,1,1,1,1,1,1
"dipiperonylaminoethanol, combinations",1,1,1,1,1,1,1,1
dipivefrine,1,1,1,1,1,1,1,1
diprophylline,1,1,1,1,1,1,1,1
diprophylline and adrenergics,1,1,1,1,1,1,1,1
"diprophylline, combinations",1,1,1,1,1,1,1,1
dipyridamole,1,1,1,1,1,1,1,1
dipyrocetyl,1,1,1,1,1,1,1,1
dipyrocetyl and corticosteroids,1,1,1,1,1,1,1,1
"dipyrocetyl, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"dipyrocetyl, combinations with psycholeptics",1,1,1,1,1,1,1,1
dirithromycin,1,1,1,1,1,1,1,1
disopyramide,1,1,1,1,1,1,1,1
distigmine,1,1,1,1,1,1,1,1
disulfiram,2,2,2,2,2,2,2,2
"disulfiram, combinations",1,1,1,1,1,1,1,1
ditazole,1,1,1,1,1,1,1,1
dithranol,1,1,1,1,1,1,1,1
"dithranol, combinations",1,1,1,1,1,1,1,1
dixanthogen,1,1,1,1,1,1,1,1
dixyrazine,1,1,1,1,1,1,1,1
dobutamine,1,1,1,1,1,1,1,1
docetaxel,1,1,1,1,1,1,1,1
docosanol,1,1,1,1,1,1,1,1
docusate sodium,1,1,1,1,1,1,1,1
"docusate sodium, incl. combinations",1,1,1,1,1,1,1,1
"dodeclonium bromide, combinations",1,1,1,1,1,1,1,1
dofetilide,1,1,1,1,1,1,1,1
dolasetron,1,1,1,1,1,1,1,1
dolutegravir,1,1,1,1,1,1,1,1
dolutegravir and rilpivirine,1,1,1,1,1,1,1,1
domiodol,1,1,1,1,1,1,1,1
domiphen,1,1,1,1,1,1,1,1
domperidone,1,1,1,1,1,1,1,1
donepezil,1,1,1,1,1,1,1,1
donepezil and memantine,1,1,1,1,1,1,1,1
"donepezil, memantine and Ginkgo folium",1,1,1,1,1,1,1,1
dopamine,1,1,1,1,1,1,1,1
dopexamine,1,1,1,1,1,1,1,1
doravirine,1,1,1,1,1,1,1,1
doripenem,1,1,1,1,1,1,1,1
dornase alfa (desoxyribonuclease),1,1,1,1,1,1,1,1
dorzolamide,1,1,1,1,1,1,1,1
dosulepin,1,1,1,1,1,1,1,1
doxacurium chloride,1,1,1,1,1,1,1,1
doxapram,1,1,1,1,1,1,1,1
doxazosin,1,1,1,1,1,1,1,1
doxefazepam,1,1,1,1,1,1,1,1
doxepin,2,2,2,2,2,2,2,2
doxercalciferol,1,1,1,1,1,1,1,1
doxofylline,1,1,1,1,1,1,1,1
doxorubicin,1,1,1,1,1,1,1,1
doxycycline,2,2,2,2,2,2,2,2
doxylamine,1,1,1,1,1,1,1,1
"doxylamine, combinations",1,1,1,1,1,1,1,1
drisapersen,1,1,1,1,1,1,1,1
dronabinol,1,1,1,1,1,1,1,1
dronedarone,1,1,1,1,1,1,1,1
droperidol,1,1,1,1,1,1,1,1
dropropizine,1,1,1,1,1,1,1,1
drospirenone,1,1,1,1,1,1,1,1
drospirenone and estrogen,1,1,1,1,1,1,1,1
drospirenone and ethinylestradiol,1,1,1,1,1,1,1,1
drotaverine,1,1,1,1,1,1,1,1
drotrecogin alfa (activated),1,1,1,1,1,1,1,1
droxicam,1,1,1,1,1,1,1,1
droxidopa,1,1,1,1,1,1,1,1
droxypropine,1,1,1,1,1,1,1,1
dulaglutide,1,1,1,1,1,1,1,1
duloxetine,1,1,1,1,1,1,1,1
dupilumab,1,1,1,1,1,1,1,1
durvalumab,1,1,1,1,1,1,1,1
dutasteride,1,1,1,1,1,1,1,1
dyclonine,2,2,2,2,2,2,2,2
dydrogesterone,1,1,1,1,1,1,1,1
dydrogesterone and estrogen,2,2,2,2,2,2,2,2
dysprosium (165Dy) colloid,1,1,1,1,1,1,1,1
ebastine,1,1,1,1,1,1,1,1
eberconazole,1,1,1,1,1,1,1,1
ecallantide,1,1,1,1,1,1,1,1
econazole,2,2,2,2,2,2,2,2
ecothiopate,1,1,1,1,1,1,1,1
eculizumab,1,1,1,1,1,1,1,1
edaravone,1,1,1,1,1,1,1,1
edetates,1,1,1,1,1,1,1,1
edoxaban,1,1,1,1,1,1,1,1
edoxudine,1,1,1,1,1,1,1,1
edrecolomab,1,1,1,1,1,1,1,1
efalizumab,1,1,1,1,1,1,1,1
efaproxiral,1,1,1,1,1,1,1,1
efavirenz,1,1,1,1,1,1,1,1
efinaconazole,1,1,1,1,1,1,1,1
eflornithine,2,2,2,2,2,2,2,2
efloxate,1,1,1,1,1,1,1,1
elbasvir and grazoprevir,1,1,1,1,1,1,1,1
elcatonin,1,1,1,1,1,1,1,1
electrolytes,1,1,1,1,1,1,1,1
electrolytes in combination with other drugs,2,2,2,2,2,2,2,2
electrolytes with carbohydrates,1,1,1,1,1,1,1,1
eletriptan,1,1,1,1,1,1,1,1
eliglustat,1,1,1,1,1,1,1,1
elosulfase alfa,1,1,1,1,1,1,1,1
elotuzumab,1,1,1,1,1,1,1,1
eltrombopag,1,1,1,1,1,1,1,1
eluxadoline,1,1,1,1,1,1,1,1
elvitegravir,1,1,1,1,1,1,1,1
emapalumab,1,1,1,1,1,1,1,1
emedastine,1,1,1,1,1,1,1,1
emepronium,1,1,1,1,1,1,1,1
emepronium and psycholeptics,1,1,1,1,1,1,1,1
"emepronium, combinations",1,1,1,1,1,1,1,1
emetine,1,1,1,1,1,1,1,1
"emetine, combinations",1,1,1,1,1,1,1,1
emicizumab,1,1,1,1,1,1,1,1
empagliflozin,1,1,1,1,1,1,1,1
empegfilgrastim,1,1,1,1,1,1,1,1
emtricitabine,1,1,1,1,1,1,1,1
emtricitabine and tenofovir alafenamide,1,1,1,1,1,1,1,1
"emtricitabine, tenofovir alafenamide and bictegravir",1,1,1,1,1,1,1,1
"emtricitabine, tenofovir alafenamide and rilpivirine",1,1,1,1,1,1,1,1
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",1,1,1,1,1,1,1,1
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",1,1,1,1,1,1,1,1
"emtricitabine, tenofovir disoproxil and efavirenz",1,1,1,1,1,1,1,1
"emtricitabine, tenofovir disoproxil and rilpivirine",1,1,1,1,1,1,1,1
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",1,1,1,1,1,1,1,1
emylcamate,1,1,1,1,1,1,1,1
enalapril,1,1,1,1,1,1,1,1
enalapril and diuretics,1,1,1,1,1,1,1,1
enalapril and lercanidipine,1,1,1,1,1,1,1,1
enalapril and nitrendipine,1,1,1,1,1,1,1,1
enasidenib,1,1,1,1,1,1,1,1
